0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,y
-0.45281725279401847,-0.4528790513439058,-0.4529527675156209,-0.4530388445818113,-0.4531363708485308,-0.45324192603286817,-0.4533476858392803,-0.4534383441030044,-0.4534861642430954,-0.4534430919304623,-0.4532018205535065,-0.4532960283343282,-0.45303616451346523,-0.45273025025266467,-0.4520530491044572,-0.4514481361954528,-0.4507021048363524,-0.44979491888420176,-0.4490161917420545,-0.44843088928272684,-0.44757240357419836,-0.44626888291153105,-0.44445645809166506,-0.4423635909211017,-0.4409124189330305,-0.4387207849257509,-0.43575360249539674,-0.437152600937845,-0.43735271743876075,-0.44043433801676507,-0.4426660369227235,-0.44495784287595885,-0.44665565480858993,-0.44793277698111716,-0.44885105421551047,-0.4496327065458955,-0.4505977480976253,-0.4512983966522589,-0.45208449397925266,-0.45258810106708025,-0.45290614877117646,-0.45300383338577216,-0.4528440951660877,-0.4524639827987513,-0.4518832825211584,-0.4515135291424828,-0.452405435941022,-0.452846057154626,-0.4531675860284595,-0.4533014278517595,-0.4532716452726295,-0.4531928578597282,-0.45285873580168495,-0.452861513689527,-0.4525254171957076,-0.45196736893614065,-0.4519965474862407,-0.45187835061895126,-0.45160141017375194,-0.45134301002882615,-0.45081964569886956,-0.45087731959736826,-0.45074642091201655,-0.4509450334515522,-0.45071071882107766,-0.4500102135774342,-0.4495344294967546,-0.4485469362465669,-0.447219558510396,-0.44541098250247646,-0.44447470189305605,-0.4429573610449104,-0.44131036720299543,-0.4436548353271431,-0.44550761495770747,-0.4471427597870448,-0.44822595959808537,-0.44900798933378805,-0.44995084898565046,-0.4507354432638177,-0.4505305511774695,-0.45025629226895103,-0.4505401088168742,-0.4506506927790787,-0.4506510467947765,-0.45049280171796147,-0.4501163202184455,-0.4495094325899304,-0.45028864687977227,-0.45088437953148125,-0.4513140793645718,-0.4516268758529252,-0.4518566965647127,-0.45202709342387964,-0.4521545287768945,-0.4522506037128335,-0.4523235680056497,-0.4523793448980209,-0.4524222294463412,-0.4524553666909054,0
0.20124261029807664,0.20154336650894275,0.2019083446695474,0.20235052213243154,0.202885068654517,0.2035294491951362,0.20430332277797741,0.2052280561015632,0.20632554489750107,0.20761583551919247,0.20913485851610966,0.20631786192042847,0.20385764652771926,0.20285039062911298,0.20212877841905263,0.2016835187846045,0.2012870291542049,0.20109726710447282,0.20036716120583883,0.19926308397370565,0.19865918004209646,0.19830023328093965,0.19821921235303422,0.1978644312913235,0.19429945937617735,0.19060403077196464,0.18656110204571047,0.18568567798102983,0.18480769871527558,0.18833400702408806,0.19126227491243833,0.19274718026324622,0.1944711960356528,0.19592708250422464,0.19717862255956606,0.19809480461126167,0.19938317981297204,0.20061170234459286,0.20107265066461294,0.20067111877907212,0.20033870703719214,0.20010327435179845,0.19993644944308064,0.19971087947092478,0.20082691721341936,0.20086038359980263,0.20121626809219803,0.2016369162459278,0.20196615336613308,0.20236235048380238,0.20286161427249844,0.20214793755612598,0.20204386059082893,0.20133629966448557,0.19888606520446062,0.1964673254139468,0.19604129859926642,0.1954892248052723,0.19482284151315468,0.1944686590102556,0.19405169220684088,0.19239578717826858,0.19047553412122833,0.18781315004541532,0.1851570229361988,0.1824328882164408,0.1776229147083027,0.1723519839794223,0.16598475631155435,0.15829974925876894,0.1513238249697202,0.14240969786686575,0.13052271256185408,0.12017752786289645,0.10673356942401775,0.0895602990957104,0.0678731031025762,0.041297729980360944,0.06819568853599657,0.09149171972310317,0.10938159453554287,0.12367397821050422,0.13608598703417144,0.1461799808331361,0.15425575798162608,0.16064380500756528,0.1655900538102282,0.16922671785369023,0.17369378755826284,0.17830832902769372,0.18210850223142885,0.1852376919349248,0.18781436844795243,0.18993620404022668,0.19168362988674256,0.1931228442969976,0.19430832015694677,0.19528488255943424,0.19608942004264315,0.1967522918421504,0
-0.30382331022497444,-0.3039105845194147,-0.30402396616242605,-0.3041700807635331,-0.30435673174636485,-0.3045927947427002,-0.3048878224392208,-0.30525112537742066,-0.3056899380175015,-0.30620602882363684,-0.3067641983170175,-0.30885334343194065,-0.3109789980101975,-0.3132618740257157,-0.3158497456764252,-0.31928620798953955,-0.3236950993402157,-0.3293438707362188,-0.3370086586381688,-0.34722151967185216,-0.36011755825209607,-0.34554763019978063,-0.33360548967135767,-0.3238853488722429,-0.31717266176190806,-0.3113749119237916,-0.30618349259096894,-0.3046477012843627,-0.30280415967255025,-0.3027428434329312,-0.3025050724572314,-0.3029171654803961,-0.303038387634337,-0.3030689011776533,-0.30300504414587454,-0.3030188334800575,-0.30317382863406,-0.3032026424211609,-0.3035222093519444,-0.30385896623836495,-0.3040670345290911,-0.3041060131269898,-0.30394810943246225,-0.30364650303303087,-0.3028932376441865,-0.30255618764814524,-0.3031228956409387,-0.30332817651616856,-0.3034621390845092,-0.3034338738025075,-0.3032518847395091,-0.3033036822799354,-0.3030114026092056,-0.3031070229336727,-0.3033279403668497,-0.30335554345230614,-0.30336025560241364,-0.3032568203146592,-0.3030287802751019,-0.30270843630507377,-0.30215613305414846,-0.30228526888443796,-0.3022685591669842,-0.3026019922876265,-0.3025107987351125,-0.3019678280866033,-0.30195320452495966,-0.3014976966346808,-0.30085226291207534,-0.29992729777347066,-0.29921132057876615,-0.29817949747328665,-0.29736833440167093,-0.2986098793145059,-0.29956609176727106,-0.30046177710083183,-0.30109333534746185,-0.30153296445084204,-0.3022227953711036,-0.3025204220108257,-0.302523961201933,-0.30256090488916465,-0.3028047245859051,-0.3029486490534124,-0.3030558418787451,-0.30308268090495577,-0.30298466551601133,-0.3027698115353722,-0.30328456635740997,-0.30346008352356435,-0.3035641510461244,-0.3036228588731734,-0.30365318345418474,-0.3036660936840247,-0.30366862168809744,-0.3036652327940451,-0.30365872668968547,-0.3036508281878374,-0.3036425723673825,-0.30363455562959507,0
-0.42772321578284866,-0.4277711562114984,-0.42782810268753957,-0.4278939854486337,-0.42796734792541674,-0.42804423356916976,-0.42811636711531625,-0.4281682135603855,-0.4281722647684773,-0.42808154613284444,-0.4277914955425506,-0.4279904475160683,-0.4278352741242334,-0.42758013608812473,-0.42695706855547605,-0.4263929996982712,-0.42569145596863195,-0.42482712878062506,-0.42410720068051494,-0.42358778798129354,-0.42278668111516104,-0.42154844421748994,-0.4198104336287171,-0.41781355262565395,-0.4165572220752551,-0.4145942359906861,-0.4118992310493552,-0.41328222678565496,-0.41351313565135867,-0.4163473207646388,-0.4183882348205035,-0.4205436079352487,-0.4221201906340387,-0.42330435182664267,-0.42415345554792794,-0.4248866221522664,-0.4257850973791844,-0.42643530138600205,-0.42720137761183197,-0.4277337293539211,-0.4280909858351614,-0.42823969967746456,-0.42814657580366755,-0.42785357329691753,-0.4273287923963716,-0.42706183440162226,-0.4280139865491421,-0.42854943661085626,-0.42899741031889327,-0.42929031105620896,-0.4294551644521438,-0.4296559012498304,-0.42963455342298545,-0.4300140804202795,-0.43019059127620435,-0.43022486706813284,-0.43084854846655546,-0.43144113982851373,-0.43201052903554876,-0.43273944873640297,-0.43339254105637987,-0.4348565673103096,-0.4363936247243025,-0.43495022798102256,-0.4333361668081068,-0.4314780661622176,-0.43007061001274427,-0.4283212334995312,-0.4263885579992569,-0.4241190485495674,-0.42272026268651414,-0.4208590027493406,-0.4189893831924441,-0.4208642179041309,-0.4223215797380426,-0.42362213220407724,-0.42444764464871837,-0.42501583682054933,-0.4257813796519513,-0.42636841337394643,-0.4260953094290074,-0.42578237747267333,-0.42597905086876464,-0.42602185183317415,-0.4259717263967808,-0.42577913886307506,-0.42538510924588757,-0.42477902213651764,-0.42552780290274556,-0.4260643846442126,-0.426448815460886,-0.4267266907389422,-0.4269293756171775,-0.4270785479864826,-0.4271892864182995,-0.42727216004749025,-0.4273346414174753,-0.4273820629030211,-0.4274182664016272,-0.4274460466827648,0
-0.2630476020949192,-0.2630042047351132,-0.2629506327681142,-0.26288343573805717,-0.26279756479392685,-0.2626855243527488,-0.2625360561682691,-0.2623320952964913,-0.2620475993071053,-0.2616426394558088,-0.2610306178910358,-0.2619147929469679,-0.2624441049562777,-0.2625191576865271,-0.2622477647014229,-0.2619474954002355,-0.2615328907615325,-0.26094389551627734,-0.26060284824274754,-0.26050759052800576,-0.260073267490767,-0.25925193287215187,-0.25798867795856123,-0.25660573948437027,-0.25660968269515105,-0.2561258031429098,-0.25519216051255306,-0.2564387610710343,-0.25683497431446756,-0.2579986207501175,-0.25873231350777265,-0.25992728156629313,-0.2606310095206982,-0.2611136543938687,-0.2614005642523622,-0.2616874407878193,-0.26199607172742095,-0.2621338871044488,-0.2625544871074547,-0.2630241455976901,-0.2633412260556878,-0.2634728030082749,-0.2634006491080535,-0.26318784633029757,-0.2624418097681408,-0.2621579675173117,-0.26267399096517624,-0.2628486085719329,-0.2629626271968143,-0.2629210795250605,-0.26273024336770384,-0.2628533751053277,-0.2626145736254598,-0.26278625186034477,-0.26322011850485993,-0.26348404709958284,-0.2635823801470649,-0.26361085233073966,-0.26355984464476295,-0.26343383396141534,-0.2631451357947108,-0.2636421298205085,-0.26410451232009585,-0.26505118671514977,-0.26574123081420964,-0.2661966518645944,-0.2675262432861709,-0.26877834467725203,-0.27031659939092045,-0.27217973014292773,-0.27485743512168365,-0.27821352564928503,-0.2830375173750616,-0.29133996891402286,-0.28503703399154445,-0.2802356620210179,-0.2764303829775386,-0.27341239011803947,-0.2714129873674464,-0.2695549066621851,-0.26801502534881155,-0.2668955198142628,-0.26617793674927837,-0.2655942084337094,-0.2651605625222664,-0.26479804660089784,-0.2644377448834264,-0.2640710595086276,-0.26429715726643077,-0.264190140191475,-0.2640738142474098,-0.2639602238146264,-0.26385556628199874,-0.26376252024259855,-0.2636817246625556,-0.26361270051022595,-0.26355441287014947,-0.26350560420134406,-0.2634649845791043,-0.26343133353592996,0
-0.45287269634956206,-0.4529345322222654,-0.45300829409651994,-0.4530944269479181,-0.45319202102301787,-0.4532976581780355,-0.45340351634801573,-0.45349429147337383,-0.45354224853977343,-0.45349933350402577,-0.4532582371253105,-0.4533522981897519,-0.4530923118438979,-0.4527864264068257,-0.4521092870723825,-0.45150451798633834,-0.45075868961310905,-0.4498517970784744,-0.4490734384888176,-0.44848863125610666,-0.4476308446636905,-0.44632824146553424,-0.44451701636999863,-0.44242568524653797,-0.440976289016672,-0.43878695574208915,-0.43582272799472876,-0.43722655328567356,-0.43743273719023584,-0.4405232265429316,-0.4427660892261956,-0.44507203829600067,-0.44678804100704916,-0.44808851098004104,-0.4490368172718906,-0.44985713720562853,-0.45087240701236336,-0.4516378796356153,-0.4523604954072445,-0.4528144446414179,-0.4530939753887174,-0.4531617829731853,-0.45297885435757507,-0.45258072141010214,-0.4519862339900874,-0.4516056695824706,-0.4524893932442922,-0.4529236301681743,-0.4532401876580087,-0.453370160146777,-0.45333736531757346,-0.4532561105893911,-0.4529200749429453,-0.4529213118754911,-0.4525837911308147,-0.45202453646613266,-0.4520529075060486,-0.45193400074529455,-0.45165641095877945,-0.451397442120571,-0.45087350708961954,-0.4509305578528129,-0.45079897980726014,-0.4509968396685313,-0.45076167716254495,-0.45006019835049826,-0.44958318793296737,-0.4485942620560553,-0.4472651823830393,-0.4454545782061254,-0.4445161446599486,-0.44299618099568494,-0.4413460097873904,-0.44368719042296734,-0.4455358816468629,-0.4471660089965169,-0.4482430811580279,-0.44901770876970387,-0.44995165618262384,-0.450725522946492,-0.4505078103571931,-0.45021825872745985,-0.4504836858427227,-0.4505722746626236,-0.45054634672325394,-0.45035672988931585,-0.4499428521990365,-0.44929146175383045,-0.4501153288543618,-0.450748293756167,-0.4512092681689156,-0.4515482954482096,-0.4518000921118809,-0.45198888488195166,-0.4521317095724661,-0.45224065241489136,-0.4523243722675322,-0.4523891365024285,-0.45243952914938684,-0.4524789375864688,0
-0.45270103245256166,-0.4527627666096446,-0.45283640486437277,-0.45292238810687085,-0.45301980211056214,-0.4531252240983574,-0.4532308276732431,-0.453321305596595,-0.4533689223276908,-0.45332562851761304,-0.4530841302405844,-0.45317882200276427,-0.452919441712314,-0.4526137610263191,-0.4519368087156435,-0.45133208274657083,-0.4505862547994961,-0.4496792642359786,-0.4489008057571017,-0.44831580414435734,-0.4474575790729361,-0.44615435474361836,-0.4443422674700446,-0.442249836518399,-0.4407995573469387,-0.4386089711616088,-0.4356430363939205,-0.4370419443805459,-0.4372421843622882,-0.4403226346369429,-0.4425534212412499,-0.44484456151896296,-0.44654177187076816,-0.44781841606391665,-0.4487363168229257,-0.4495176782429307,-0.45048233229239565,-0.4511826533963167,-0.4519685473018482,-0.4524721576413829,-0.4527902332852764,-0.4528879725008828,-0.45272832802192947,-0.45234836556778085,-0.45176762091090306,-0.45139798710709395,-0.4522897442951609,-0.4527302979663874,-0.4530518126839032,-0.45318568083710115,-0.4531559580108103,-0.45307747953871413,-0.4527436355013911,-0.4527467756254562,-0.4524114498116458,-0.45185425589496103,-0.4518838998200846,-0.45176628988469686,-0.4514900712724694,-0.45123244039501287,-0.4507100258194372,-0.45076890828850014,-0.4506394681463532,-0.45083981383720134,-0.45060754694312555,-0.44990946636955964,-0.44943674412085804,-0.44845286336333406,-0.4471297861164861,-0.4453263254950787,-0.4443956104500547,-0.4428849865279854,-0.4412460490520288,-0.443599188852571,-0.44546260345390787,-0.4471106579816978,-0.4482094485708984,-0.4490101624941609,-0.4499753535003939,-0.4507179439966724,-0.45047399575862096,-0.45016256172507085,-0.45040956915760355,-0.45048275524044,-0.45044398270244096,-0.45024369536949677,-0.4498210074345574,-0.44916241168715715,-0.44997964875659946,-0.4506068439673217,-0.45106298183544596,-0.4513979566220516,-0.4516463587012238,-0.45183230848755945,-0.45197275242269375,-0.4520797017181154,-0.45216175231903,-0.45222511886954186,-0.45227434122558335,-0.45231276976597723,0
-0.44456839253703445,-0.4446256189765808,-0.4446938028444728,-0.4447732181773017,-0.4448627734800907,-0.4449588713597759,-0.4450535382922167,-0.4451313917025512,-0.4451647687106272,-0.44510596825530097,-0.44484858396699545,-0.44497713307881315,-0.4447515768268018,-0.4444622270215693,-0.44380267104110094,-0.4432110070405243,-0.442479390130853,-0.4415860448976187,-0.4408263542859537,-0.44026236681154013,-0.439422335109157,-0.4381397938475348,-0.43635126394100976,-0.43428928402915407,-0.4329013955817093,-0.4307840327057897,-0.42790528934887084,-0.4292977216963153,-0.4295064312546289,-0.43250477047782365,-0.4346714603952847,-0.4369157156712972,-0.43857046882196976,-0.43981323847119064,-0.4407042888185203,-0.4414646940621848,-0.4424015159961006,-0.44307807399186466,-0.44384873012197984,-0.4443513898821739,-0.444670025730733,-0.4447699345910554,-0.44461489718004854,-0.4442431189098797,-0.4436565081222747,-0.44329199612746745,-0.44416938121143346,-0.4446005934780136,-0.4449156546992332,-0.44504489549018883,-0.44501168867320307,-0.4449458541746352,-0.44462081045579427,-0.4446367192881704,-0.4443407431962443,-0.44382616897209476,-0.4438676043761153,-0.4437665284419978,-0.4435118435296655,-0.44327361842159463,-0.44277699790815656,-0.44287257050699796,-0.44278872298817945,-0.4430437119501292,-0.4428760871589206,-0.44225488913759886,-0.4418883843318256,-0.44103048467406636,-0.4398601414428419,-0.4382420876737719,-0.4374921506014087,-0.4362085571017327,-0.43485218925540803,-0.43745224575428665,-0.43963595490257495,-0.44168782503238596,-0.44329297880667,-0.443510386558735,-0.4439806452725013,-0.44435618072524546,-0.4438333347437124,-0.44329753956535217,-0.4433449911963041,-0.44325597203855893,-0.4430869165094686,-0.44278397061493513,-0.4422832510742973,-0.44156917976668864,-0.44230558887411314,-0.44285488119193345,-0.4432472811747696,-0.44353001073824205,-0.44373551948614237,-0.44388620622585306,-0.4439976273240997,-0.4440806673684312,-0.4441430061234717,-0.4441901109923192,-0.4442259108594216,-0.44425325552464506,0
-0.4533043003079741,-0.4533663689772245,-0.4534404119949352,-0.45352688263219254,-0.45362487981992455,-0.4537309937420092,-0.4538374089252493,-0.4539288237299851,-0.45397749724108083,-0.4539353542912489,-0.4536950351372765,-0.4537872162495331,-0.4535253279447698,-0.4532184370727746,-0.4525401957817288,-0.45193450264364077,-0.4511876226371893,-0.4502796223945591,-0.44949977474191016,-0.44891321791853805,-0.44805364759533206,-0.4467488941747661,-0.44493506560300944,-0.44284038316607577,-0.4413854844922677,-0.4391894768044835,-0.4362170861733165,-0.43761648968541417,-0.43781611943084053,-0.4409026837245888,-0.4431382526298042,-0.4454329038772491,-0.4471333034984191,-0.44841250826310186,-0.4493324580981328,-0.45011544281365506,-0.4510822446511602,-0.4517844284700801,-0.4525715723826034,-0.45307539573754285,-0.4533936007872009,-0.45349138411522044,-0.45333164364531786,-0.45295136830822436,-0.45237141547842113,-0.4520018270334259,-0.45289516823481774,-0.4533370358378915,-0.45365977466358287,-0.4537948812792519,-0.4537664924964402,-0.4536883543805928,-0.4533553964446687,-0.4533594328126737,-0.45302335883363,-0.45246559677553994,-0.4524975451837644,-0.452382520387447,-0.45210927400908285,-0.4518557126931867,-0.45133799299120525,-0.451402057272711,-0.45127870309653945,-0.4514863443932712,-0.4512628909138423,-0.45057542005892304,-0.45011414091536084,-0.4491439714355858,-0.4478369712872332,-0.4459984753731746,-0.4450388430800309,-0.4435001764889894,-0.4418330188541994,-0.44416608575753747,-0.4460077831115593,-0.44763194465590544,-0.44870344781309723,-0.44947327963636796,-0.4504030942973757,-0.4511743234884012,-0.4509525290632967,-0.45065915419338565,-0.45092227280844227,-0.45100871694050176,-0.4509807436556082,-0.4507891123609954,-0.4503731602725615,-0.4497195368479735,-0.45054350830039946,-0.45117713828948236,-0.4516385921048651,-0.4519779663009661,-0.4522300148105534,-0.4524189908093912,-0.4525619489317975,-0.4526709888923402,-0.45275477927502505,-0.45281959451378107,-0.45287002379902225,-0.45290945829920887,0
-0.44444760038061326,-0.4445053757373927,-0.44457422676538744,-0.4446544536654927,-0.44474499724095923,-0.4448423000931514,-0.44493843847928366,-0.44501809204137266,-0.44505367603206025,-0.44499758795854166,-0.44474354687201734,-0.4448768206748664,-0.4446568653508512,-0.44437398621698815,-0.44372222366531294,-0.4431399016212493,-0.44241956781750824,-0.44153983979006717,-0.4407966184566636,-0.44025250958767115,-0.439436471563955,-0.4381829046301879,-0.4364293445750263,-0.43440948917205957,-0.43307172793212306,-0.4310141764180247,-0.4282065269439096,-0.42968865990407756,-0.43000535632264425,-0.4331419336625321,-0.4354764778440535,-0.43792402671225356,-0.43982633089132545,-0.4413695100647449,-0.4426250218489676,-0.4438274829901297,-0.44530462445925334,-0.44663735580531466,-0.44676525446755916,-0.4467327411877701,-0.4466096555016315,-0.44634494678825937,-0.445888772806135,-0.44526810862325045,-0.4444775466432102,-0.4439433443215829,-0.44468151619426227,-0.44499666103321706,-0.44521480827637,-0.4452628277613837,-0.4451611436249698,-0.4450368932147903,-0.4446617334361628,-0.44463387270356064,-0.44429900716727566,-0.4437490889919433,-0.4437569424889079,-0.44362304094209604,-0.4433351284329717,-0.44306190732163064,-0.44252744962597457,-0.44258117491968635,-0.44244996898666994,-0.4426504355016758,-0.44241923616015727,-0.44172326868556594,-0.44126948476182953,-0.44030829284731915,-0.43901582990098276,-0.4372535728805063,-0.4363263967904288,-0.4348328945866242,-0.4332291558559113,-0.4355076270189735,-0.43730540491653513,-0.4388936279284019,-0.43994517056990146,-0.4407005702187802,-0.4416204726789589,-0.44236725148095685,-0.44216182708050356,-0.44189053306198117,-0.4421546128494264,-0.44224621651665486,-0.4422277092910336,-0.44205022888215506,-0.4416541071643939,-0.4410272896290233,-0.44183368186105954,-0.44244081225568915,-0.4428816286133547,-0.4432048223254024,-0.4434441085139158,-0.44362296545802204,-0.4437578641739621,-0.4438604605813671,-0.44393908268613963,-0.44399974131481695,-0.4440468200685744,-0.4440835486770391,0
